"","Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated","ProductRelated_Duration","BounceRates","ExitRates","PageValues","SpecialDay","MonthDec","MonthFeb","MonthJul","MonthJune","MonthMar","MonthMay","MonthNov","MonthOct","MonthSep","OperatingSystems2","OperatingSystems3","OperatingSystems4","OperatingSystems5","OperatingSystems6","OperatingSystems7","OperatingSystems8","Browser2","Browser3","Browser4","Browser5","Browser6","Browser7","Browser8","Browser9","Browser10","Browser11","Browser12","Browser13","Region2","Region3","Region4","Region5","Region6","Region7","Region8","Region9","TrafficType2","TrafficType3","TrafficType4","TrafficType5","TrafficType6","TrafficType7","TrafficType8","TrafficType9","TrafficType10","TrafficType11","TrafficType12","TrafficType13","TrafficType14","TrafficType15","TrafficType16","TrafficType17","TrafficType18","TrafficType19","TrafficType20","VisitorTypeOther","VisitorTypeReturning_Visitor","WeekendTRUE","Revenue"
"17",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.69097515892313,-0.624322200048151,3.66704008110918,3.22918463851094,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"18",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.421163709736717,-0.44928324800828,-0.457664436385104,-0.728045440375559,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"19",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.668490871490928,-0.607600397486547,-0.457664436385104,1.17142499419754,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"20",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.26377369771131,0.933505312727085,-0.457664436385104,-0.680558685684511,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"21",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.533585146897722,-0.553167446422242,-0.457664436385104,-0.714854686615599,-0.317164982011336,4.71840666378712,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"22",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.668490871490928,-0.624322200048151,3.66704008110918,3.22918463851094,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"23",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.646006584058727,-0.569453785392889,-0.457664436385104,-0.200414775537251,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"24",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.668490871490928,-0.616483855097399,-0.457664436385104,1.17142499419754,-0.317164982011336,3.71296356259128,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"25",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.69097515892313,-0.624322200048151,3.66704008110918,3.22918463851094,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"26",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.601038009194325,-0.542803412560333,-0.457664436385104,-0.0632307923904921,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"27",0.507207477971102,-0.0917450640599239,-0.396461822917448,-0.244920573628725,0.00603775147510276,-0.0309885184157238,-0.398740083188968,-0.690357531334767,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"28",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.623522296626526,-0.584607918964342,0.573511692988468,1.17142499419754,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"29",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.623522296626526,-0.591401151254994,-0.457664436385104,0.142545172040847,-0.317164982011336,0.696634259003739,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"30",-0.395921655087098,-0.423232199833496,0.390842779526123,-0.244920573628725,0.298333488093716,0.20275383133866,0.439010461412374,0.15944464658535,2.60067702075705,1.70207736019958,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"31",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.668490871490928,-0.606032728496397,-0.457664436385104,1.17142499419754,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"32",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.646006584058727,-0.583562806304242,-0.457664436385104,0.485505119618945,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"33",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.533585146897722,-0.514846648902653,-0.457664436385104,-0.371894739037501,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"34",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.48861657203332,-0.528346020744862,0.367276467113753,0.759873065334866,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"35",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.398679422304516,-0.425489516464084,-0.163042691027947,-0.298403314350196,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"36",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,0.455723500119124,0.465857210899024,-0.140379481433052,-0.467527801540794,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"37",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.533585146897722,-0.421570343988708,0.057923628301682,0.271155149810435,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"38",-0.0948786107343651,-0.355350875101706,-0.396461822917448,-0.244920573628725,-0.601038009194325,-0.468600413693218,-0.457664436385104,-0.298403314350196,-0.317164982011336,3.71296356259128,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"39",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.556069434329923,-0.591401151254994,0.131579074952732,0.583493658431891,-0.317164982011336,2.70752046139543,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"40",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.511100859465521,-0.372450048963998,-0.457664436385104,-0.429054733730117,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"41",-0.395921655087098,-0.406261868650549,-0.396461822917448,-0.244920573628725,0.320817775525917,1.5100037071946,-0.457664436385104,-0.849400498432769,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"42",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.646006584058727,-0.612825960787048,-0.457664436385104,0.485505119618945,-0.317164982011336,2.70752046139543,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"43",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.376195134872315,-0.462242644993523,-0.457664436385104,-0.749150666969092,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"44",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.668490871490928,-0.606555284826447,-0.457664436385104,0.142545172040847,-0.317164982011336,1.70207736019958,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"45",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.623522296626526,-0.578337243003741,-0.457664436385104,0.142545172040847,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"46",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.218805122846908,-0.29916152367447,-0.395168914017721,-0.761621945647014,-0.317164982011336,0.696634259003739,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"47",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.398679422304516,-0.508105672245006,-0.104118337831811,0.289528000837862,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"48",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.646006584058727,-0.582517693644142,0.917237076320832,1.85734486877614,-0.317164982011336,0.696634259003739,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"49",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.466132284601119,-0.205841672417107,-0.457664436385104,-0.81150701920351,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"50",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.69097515892313,-0.624322200048151,3.66704008110918,3.22918463851094,-0.317164982011336,2.70752046139543,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"51",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.69097515892313,-0.624322200048151,3.66704008110918,3.22918463851094,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"52",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.443647997168918,-0.485757679845778,-0.228514187704701,-0.349030745275974,-0.317164982011336,0.696634259003739,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"53",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.668490871490928,-0.609168066476697,-0.457664436385104,1.17142499419754,-0.317164982011336,4.71840666378712,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"54",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.623522296626526,-0.540713187240133,-0.457664436385104,0.656985083119196,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"55",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.623522296626526,-0.553428724587267,0.573511692988468,-0.371894739037501,-0.317164982011336,1.70207736019958,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"56",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.69097515892313,-0.624322200048151,3.66704008110918,3.22918463851094,-0.317164982011336,0.696634259003739,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"57",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.69097515892313,-0.624322200048151,3.66704008110918,3.22918463851094,-0.317164982011336,2.70752046139543,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"58",0.507207477971102,-0.140393346784373,1.17814738196969,0.607659188796531,0.0959749012039069,-0.102423420029269,-0.457664436385104,-0.583093579192289,0.730154161799838,0.696634259003739,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"59",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.623522296626526,-0.569976341722939,-0.457664436385104,0.142545172040847,-0.317164982011336,1.70207736019958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"60",-0.0948786107343651,-0.366664429223671,-0.396461822917448,-0.244920573628725,-0.353710847440114,-0.424869499250284,-0.215034756459143,0.0719357632009815,-0.317164982011336,2.70752046139543,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"61",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.578553721762124,-0.536010180269682,-0.457664436385104,-0.543374702537752,-0.317164982011336,1.70207736019958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"62",-0.696964699439832,-0.457172862199391,-0.396461822917448,-0.244920573628725,-0.533585146897722,-0.414881622964067,0.573511692988468,1.60012491323697,-0.317164982011336,-0.308808842192106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
